precip,date,month,day,year
1.8,11/4/93,11,4,1993
7.6,11/5/93,11,5,1993
0,11/6/93,11,6,1993
0,11/7/93,11,7,1993
0,11/8/93,11,8,1993
0,11/9/93,11,9,1993
0,11/10/93,11,10,1993
2.5,11/11/93,11,11,1993
0,11/12/93,11,12,1993
7.1,11/13/93,11,13,1993
0,11/14/93,11,14,1993
0,11/15/93,11,15,1993
0,11/16/93,11,16,1993
0,11/17/93,11,17,1993
0,11/18/93,11,18,1993
0,11/19/93,11,19,1993
10.9,11/20/93,11,20,1993
0.5,11/21/93,11,21,1993
0,11/22/93,11,22,1993
0,11/23/93,11,23,1993
0,11/24/93,11,24,1993
1,11/25/93,11,25,1993
0,11/26/93,11,26,1993
0,11/27/93,11,27,1993
8.1,11/28/93,11,28,1993
5.8,11/29/93,11,29,1993
0,11/30/93,11,30,1993
0,6/1/94,6,1,1994
4.6,6/2/94,6,2,1994
1.8,6/3/94,6,3,1994
10.2,6/4/94,6,4,1994
0,6/5/94,6,5,1994
0,6/6/94,6,6,1994
0.3,6/7/94,6,7,1994
0,6/8/94,6,8,1994
0.3,6/9/94,6,9,1994
6.9,6/10/94,6,10,1994
0.3,6/11/94,6,11,1994
0,6/12/94,6,12,1994
0,6/13/94,6,13,1994
0,6/14/94,6,14,1994
0.3,6/15/94,6,15,1994
0,6/16/94,6,16,1994
0,6/17/94,6,17,1994
0,6/18/94,6,18,1994
0,6/19/94,6,19,1994
1.5,6/20/94,6,20,1994
0,6/21/94,6,21,1994
0,6/22/94,6,22,1994
0.5,6/23/94,6,23,1994
0,6/24/94,6,24,1994
0,6/25/94,6,25,1994
1.3,6/26/94,6,26,1994
4.1,6/27/94,6,27,1994
0,6/28/94,6,28,1994
0,6/29/94,6,29,1994
7.4,6/30/94,6,30,1994
0.3,7/1/94,7,1,1994
0,7/2/94,7,2,1994
2,7/3/94,7,3,1994
0,7/4/94,7,4,1994
0,7/5/94,7,5,1994
1.8,7/6/94,7,6,1994
0,7/7/94,7,7,1994
0,7/8/94,7,8,1994
22.4,7/9/94,7,9,1994
0,7/10/94,7,10,1994
0,7/11/94,7,11,1994
0,7/12/94,7,12,1994
0,7/13/94,7,13,1994
6.6,7/14/94,7,14,1994
5.6,7/15/94,7,15,1994
0.3,7/16/94,7,16,1994
0.3,7/17/94,7,17,1994
0,7/18/94,7,18,1994
7.4,7/19/94,7,19,1994
7.6,7/20/94,7,20,1994
0,7/21/94,7,21,1994
0.3,7/22/94,7,22,1994
0,7/23/94,7,23,1994
0,7/24/94,7,24,1994
6.1,7/25/94,7,25,1994
0.3,7/26/94,7,26,1994
0,7/27/94,7,27,1994
3.6,7/28/94,7,28,1994
12.2,7/29/94,7,29,1994
0,7/30/94,7,30,1994
0.3,7/31/94,7,31,1994
0,8/1/94,8,1,1994
1,8/2/94,8,2,1994
0,8/3/94,8,3,1994
1,8/4/94,8,4,1994
0,8/5/94,8,5,1994
1.8,8/6/94,8,6,1994
0,8/7/94,8,7,1994
0,8/8/94,8,8,1994
0,8/9/94,8,9,1994
0,8/10/94,8,10,1994
0,8/11/94,8,11,1994
6.4,8/12/94,8,12,1994
32,8/13/94,8,13,1994
24.9,8/14/94,8,14,1994
0,8/15/94,8,15,1994
9.1,8/16/94,8,16,1994
12.7,8/17/94,8,17,1994
0.3,8/18/94,8,18,1994
0.3,8/19/94,8,19,1994
0,8/20/94,8,20,1994
6.4,8/21/94,8,21,1994
45,8/22/94,8,22,1994
0.3,8/23/94,8,23,1994
0,8/24/94,8,24,1994
0,8/25/94,8,25,1994
0.3,8/26/94,8,26,1994
0,8/27/94,8,27,1994
0.3,8/28/94,8,28,1994
0,8/29/94,8,29,1994
10.2,8/30/94,8,30,1994
5.3,8/31/94,8,31,1994
1.5,9/1/94,9,1,1994
0,9/2/94,9,2,1994
0,9/3/94,9,3,1994
0.3,9/4/94,9,4,1994
0,9/5/94,9,5,1994
0,9/6/94,9,6,1994
0.3,9/7/94,9,7,1994
0,9/8/94,9,8,1994
3.3,9/9/94,9,9,1994
54.6,9/10/94,9,10,1994
0.5,9/11/94,9,11,1994
0.3,9/12/94,9,12,1994
0.3,9/13/94,9,13,1994
0,9/14/94,9,14,1994
0,9/15/94,9,15,1994
0,9/16/94,9,16,1994
0.3,9/17/94,9,17,1994
6.9,9/18/94,9,18,1994
48.3,9/19/94,9,19,1994
0,9/20/94,9,20,1994
0,9/21/94,9,21,1994
0,9/22/94,9,22,1994
0,9/23/94,9,23,1994
0,9/24/94,9,24,1994
0.3,9/25/94,9,25,1994
0.3,9/26/94,9,26,1994
0,9/27/94,9,27,1994
0,9/28/94,9,28,1994
7.4,9/29/94,9,29,1994
0,9/30/94,9,30,1994
3.8,10/1/94,10,1,1994
0,10/2/94,10,2,1994
4.3,10/3/94,10,3,1994
0,10/4/94,10,4,1994
0,10/5/94,10,5,1994
0,10/6/94,10,6,1994
0,10/7/94,10,7,1994
0,10/8/94,10,8,1994
0.3,10/9/94,10,9,1994
0.3,10/10/94,10,10,1994
0,10/11/94,10,11,1994
0,10/12/94,10,12,1994
1.8,10/13/94,10,13,1994
0,10/14/94,10,14,1994
3.6,10/15/94,10,15,1994
18.3,10/16/94,10,16,1994
15.2,10/17/94,10,17,1994
0,10/18/94,10,18,1994
0,10/19/94,10,19,1994
0,10/20/94,10,20,1994
0,10/21/94,10,21,1994
0,10/22/94,10,22,1994
0,10/23/94,10,23,1994
0,10/24/94,10,24,1994
0,10/25/94,10,25,1994
0,10/26/94,10,26,1994
0,10/27/94,10,27,1994
0,10/28/94,10,28,1994
0,10/29/94,10,29,1994
0,10/30/94,10,30,1994
11.7,10/31/94,10,31,1994
0,11/1/94,11,1,1994
0,11/2/94,11,2,1994
4.8,11/3/94,11,3,1994
6.6,11/4/94,11,4,1994
15.2,11/5/94,11,5,1994
6.1,11/6/94,11,6,1994
0,11/7/94,11,7,1994
0,11/8/94,11,8,1994
0,11/9/94,11,9,1994
0,11/10/94,11,10,1994
0,11/11/94,11,11,1994
0,11/12/94,11,12,1994
0,11/13/94,11,13,1994
0,11/14/94,11,14,1994
0,11/15/94,11,15,1994
0,11/16/94,11,16,1994
0,11/17/94,11,17,1994
0,11/18/94,11,18,1994
0,11/19/94,11,19,1994
0,11/20/94,11,20,1994
2,11/21/94,11,21,1994
1,11/22/94,11,22,1994
0,11/23/94,11,23,1994
0,11/24/94,11,24,1994
20.3,11/25/94,11,25,1994
2.8,11/26/94,11,26,1994
0,11/27/94,11,27,1994
0,11/28/94,11,28,1994
46.2,11/29/94,11,29,1994
0,11/30/94,11,30,1994
0.3,6/1/95,6,1,1995
0,6/2/95,6,2,1995
0.3,6/3/95,6,3,1995
0,6/4/95,6,4,1995
0,6/5/95,6,5,1995
0,6/6/95,6,6,1995
0.5,6/7/95,6,7,1995
0,6/8/95,6,8,1995
7.6,6/9/95,6,9,1995
0,6/10/95,6,10,1995
9.7,6/11/95,6,11,1995
0,6/12/95,6,12,1995
0.5,6/13/95,6,13,1995
0.3,6/14/95,6,14,1995
26.4,6/15/95,6,15,1995
0.8,6/16/95,6,16,1995
5.3,6/17/95,6,17,1995
11.4,6/18/95,6,18,1995
0.5,6/19/95,6,19,1995
0.3,6/20/95,6,20,1995
0,6/21/95,6,21,1995
0,6/22/95,6,22,1995
6.1,6/23/95,6,23,1995
0,6/24/95,6,24,1995
0,6/25/95,6,25,1995
0,6/26/95,6,26,1995
23.1,6/27/95,6,27,1995
0,6/28/95,6,28,1995
3.6,6/29/95,6,29,1995
10.4,6/30/95,6,30,1995
0.3,7/1/95,7,1,1995
4.6,7/2/95,7,2,1995
0.3,7/3/95,7,3,1995
0,7/4/95,7,4,1995
0,7/5/95,7,5,1995
0,7/6/95,7,6,1995
2,7/7/95,7,7,1995
0.5,7/8/95,7,8,1995
19.1,7/9/95,7,9,1995
7.1,7/10/95,7,10,1995
0.3,7/11/95,7,11,1995
1,7/12/95,7,12,1995
0,7/13/95,7,13,1995
0.3,7/14/95,7,14,1995
0.5,7/15/95,7,15,1995
0.3,7/16/95,7,16,1995
0,7/17/95,7,17,1995
0.3,7/18/95,7,18,1995
0.3,7/19/95,7,19,1995
3.3,7/20/95,7,20,1995
0.3,7/21/95,7,21,1995
0,7/22/95,7,22,1995
27.4,7/23/95,7,23,1995
0.3,7/24/95,7,24,1995
0,7/25/95,7,25,1995
0,7/26/95,7,26,1995
0,7/27/95,7,27,1995
9.7,7/28/95,7,28,1995
0,7/29/95,7,29,1995
0,7/30/95,7,30,1995
0,7/31/95,7,31,1995
2.5,8/1/95,8,1,1995
34.3,8/2/95,8,2,1995
1,8/3/95,8,3,1995
0,8/4/95,8,4,1995
0,8/5/95,8,5,1995
0,8/6/95,8,6,1995
0,8/7/95,8,7,1995
0,8/8/95,8,8,1995
0.3,8/9/95,8,9,1995
0,8/10/95,8,10,1995
0,8/11/95,8,11,1995
0,8/12/95,8,12,1995
5.3,8/13/95,8,13,1995
3.3,8/14/95,8,14,1995
4.6,8/15/95,8,15,1995
13.2,8/16/95,8,16,1995
0,8/17/95,8,17,1995
0,8/18/95,8,18,1995
0,8/19/95,8,19,1995
0,8/20/95,8,20,1995
0,8/21/95,8,21,1995
1,8/22/95,8,22,1995
0.3,8/23/95,8,23,1995
0,8/24/95,8,24,1995
0,8/25/95,8,25,1995
0.3,8/26/95,8,26,1995
0,8/27/95,8,27,1995
0,8/28/95,8,28,1995
0.5,8/29/95,8,29,1995
7.6,8/30/95,8,30,1995
0.5,8/31/95,8,31,1995
8.4,9/1/95,9,1,1995
0,9/2/95,9,2,1995
0,9/3/95,9,3,1995
0,9/4/95,9,4,1995
6.1,9/5/95,9,5,1995
0.3,9/6/95,9,6,1995
0.3,9/7/95,9,7,1995
0,9/8/95,9,8,1995
0.3,9/9/95,9,9,1995
0,9/10/95,9,10,1995
0,9/11/95,9,11,1995
0,9/12/95,9,12,1995
0,9/13/95,9,13,1995
0,9/14/95,9,14,1995
0.3,9/15/95,9,15,1995
-99,9/16/95,9,16,1995
3.3,9/17/95,9,17,1995
3.6,9/18/95,9,18,1995
0,9/19/95,9,19,1995
0.3,9/20/95,9,20,1995
4.8,9/21/95,9,21,1995
0,9/22/95,9,22,1995
0,9/23/95,9,23,1995
0,9/24/95,9,24,1995
0,9/25/95,9,25,1995
0,9/26/95,9,26,1995
21.3,9/27/95,9,27,1995
0,9/28/95,9,28,1995
0,9/29/95,9,29,1995
11.4,9/30/95,9,30,1995
0,10/1/95,10,1,1995
0.3,10/2/95,10,2,1995
0,10/3/95,10,3,1995
0.5,10/4/95,10,4,1995
0.3,10/5/95,10,5,1995
0.5,10/6/95,10,6,1995
0.3,10/7/95,10,7,1995
1.8,10/8/95,10,8,1995
132.3,10/9/95,10,9,1995
25.1,10/10/95,10,10,1995
23.1,10/11/95,10,11,1995
0.8,10/12/95,10,12,1995
0,10/13/95,10,13,1995
0,10/14/95,10,14,1995
37.3,10/15/95,10,15,1995
71.4,10/16/95,10,16,1995
-99,10/17/95,10,17,1995
0,10/18/95,10,18,1995
1,10/19/95,10,19,1995
0,10/20/95,10,20,1995
0,10/21/95,10,21,1995
0,10/22/95,10,22,1995
5.1,10/23/95,10,23,1995
23.9,10/24/95,10,24,1995
4.8,10/25/95,10,25,1995
38.9,10/26/95,10,26,1995
2.3,10/27/95,10,27,1995
0,10/28/95,10,28,1995
0,10/29/95,10,29,1995
0,10/30/95,10,30,1995
0,10/31/95,10,31,1995
0,11/1/95,11,1,1995
0,11/2/95,11,2,1995
0,11/3/95,11,3,1995
0,11/4/95,11,4,1995
0,11/5/95,11,5,1995
0,11/6/95,11,6,1995
11.7,11/7/95,11,7,1995
0.3,11/8/95,11,8,1995
0,11/9/95,11,9,1995
23.9,11/10/95,11,10,1995
5.8,11/11/95,11,11,1995
0,11/12/95,11,12,1995
0,11/13/95,11,13,1995
0,11/14/95,11,14,1995
0,11/15/95,11,15,1995
7.9,11/16/95,11,16,1995
18.3,11/17/95,11,17,1995
10.2,11/18/95,11,18,1995
0,11/19/95,11,19,1995
0,11/20/95,11,20,1995
0,11/21/95,11,21,1995
0,11/22/95,11,22,1995
38.4,11/23/95,11,23,1995
0,11/24/95,11,24,1995
9.4,11/25/95,11,25,1995
0,11/26/95,11,26,1995
0,11/27/95,11,27,1995
0.5,11/28/95,11,28,1995
0.8,11/29/95,11,29,1995
0,11/30/95,11,30,1995
1,6/1/96,6,1,1996
16.8,6/2/96,6,2,1996
33,6/3/96,6,3,1996
11.9,6/4/96,6,4,1996
0,6/5/96,6,5,1996
0,6/6/96,6,6,1996
41.1,6/7/96,6,7,1996
10.2,6/8/96,6,8,1996
2.8,6/9/96,6,9,1996
12.7,6/10/96,6,10,1996
0,6/11/96,6,11,1996
0,6/12/96,6,12,1996
0,6/13/96,6,13,1996
0,6/14/96,6,14,1996
1.3,6/15/96,6,15,1996
0,6/16/96,6,16,1996
0,6/17/96,6,17,1996
0,6/18/96,6,18,1996
0,6/19/96,6,19,1996
1.5,6/20/96,6,20,1996
0.3,6/21/96,6,21,1996
0,6/22/96,6,22,1996
5.3,6/23/96,6,23,1996
6.3,6/24/96,6,24,1996
7.9,6/25/96,6,25,1996
1.8,6/26/96,6,26,1996
0,6/27/96,6,27,1996
7.4,6/28/96,6,28,1996
0,6/29/96,6,29,1996
0,6/30/96,6,30,1996
0,7/1/96,7,1,1996
0,7/2/96,7,2,1996
0,7/3/96,7,3,1996
0,7/4/96,7,4,1996
0,7/5/96,7,5,1996
0,7/6/96,7,6,1996
0,7/7/96,7,7,1996
0,7/8/96,7,8,1996
0,7/9/96,7,9,1996
0,7/10/96,7,10,1996
13.5,7/11/96,7,11,1996
36.3,7/12/96,7,12,1996
9.7,7/13/96,7,13,1996
0,7/14/96,7,14,1996
0,7/15/96,7,15,1996
0,7/16/96,7,16,1996
0,7/17/96,7,17,1996
0,7/18/96,7,18,1996
0,7/19/96,7,19,1996
0,7/20/96,7,20,1996
4.6,7/21/96,7,21,1996
13.5,7/22/96,7,22,1996
1.5,7/23/96,7,23,1996
0,7/24/96,7,24,1996
0,7/25/96,7,25,1996
0,7/26/96,7,26,1996
0,7/27/96,7,27,1996
0.8,7/28/96,7,28,1996
1.3,7/29/96,7,29,1996
0,7/30/96,7,30,1996
0,7/31/96,7,31,1996
0,8/1/96,8,1,1996
0,8/2/96,8,2,1996
0,8/3/96,8,3,1996
0,8/4/96,8,4,1996
0,8/5/96,8,5,1996
0,8/6/96,8,6,1996
0,8/7/96,8,7,1996
0,8/8/96,8,8,1996
0,8/9/96,8,9,1996
0.8,8/10/96,8,10,1996
0,8/11/96,8,11,1996
0,8/12/96,8,12,1996
0,8/13/96,8,13,1996
0,8/14/96,8,14,1996
1.8,8/15/96,8,15,1996
0,8/16/96,8,16,1996
0,8/17/96,8,17,1996
0,8/18/96,8,18,1996
0,8/19/96,8,19,1996
19.3,8/20/96,8,20,1996
0.3,8/21/96,8,21,1996
0,8/22/96,8,22,1996
0,8/23/96,8,23,1996
0,8/24/96,8,24,1996
1.3,8/25/96,8,25,1996
0,8/26/96,8,26,1996
1.3,8/27/96,8,27,1996
0.3,8/28/96,8,28,1996
0,8/29/96,8,29,1996
0,8/30/96,8,30,1996
0,8/31/96,8,31,1996
0,9/1/96,9,1,1996
0,9/2/96,9,2,1996
7.9,9/3/96,9,3,1996
0,9/4/96,9,4,1996
0,9/5/96,9,5,1996
0,9/6/96,9,6,1996
0,9/7/96,9,7,1996
0,9/8/96,9,8,1996
1.3,9/9/96,9,9,1996
0,9/10/96,9,10,1996
0,9/11/96,9,11,1996
0,9/12/96,9,12,1996
0,9/13/96,9,13,1996
2.8,9/14/96,9,14,1996
0,9/15/96,9,15,1996
0,9/16/96,9,16,1996
0,9/17/96,9,17,1996
0,9/18/96,9,18,1996
4.8,9/19/96,9,19,1996
3.3,9/20/96,9,20,1996
0,9/21/96,9,21,1996
0,9/22/96,9,22,1996
3.8,9/23/96,9,23,1996
5.6,9/24/96,9,24,1996
0,9/25/96,9,25,1996
0,9/26/96,9,26,1996
0,9/27/96,9,27,1996
0,9/28/96,9,28,1996
5.6,9/29/96,9,29,1996
0,9/30/96,9,30,1996
2.3,10/1/96,10,1,1996
0,10/2/96,10,2,1996
0,10/3/96,10,3,1996
4.1,10/4/96,10,4,1996
0.8,10/5/96,10,5,1996
0,10/6/96,10,6,1996
0,10/7/96,10,7,1996
0,10/8/96,10,8,1996
0,10/9/96,10,9,1996
0,10/10/96,10,10,1996
4.8,10/11/96,10,11,1996
72.9,10/12/96,10,12,1996
0,10/13/96,10,13,1996
0,10/14/96,10,14,1996
0,10/15/96,10,15,1996
0,10/16/96,10,16,1996
1,10/17/96,10,17,1996
1.5,10/18/96,10,18,1996
0,10/19/96,10,19,1996
0,10/20/96,10,20,1996
0,10/21/96,10,21,1996
0.8,10/22/96,10,22,1996
8.9,10/23/96,10,23,1996
0,10/24/96,10,24,1996
0,10/25/96,10,25,1996
0,10/26/96,10,26,1996
0,10/27/96,10,27,1996
48,10/28/96,10,28,1996
0,10/29/96,10,29,1996
0,10/30/96,10,30,1996
0,10/31/96,10,31,1996
0,11/1/96,11,1,1996
0,11/2/96,11,2,1996
0,11/3/96,11,3,1996
0,11/4/96,11,4,1996
0,11/5/96,11,5,1996
0,11/6/96,11,6,1996
0,11/7/96,11,7,1996
37.3,11/8/96,11,8,1996
12.4,11/9/96,11,9,1996
0,11/10/96,11,10,1996
0,11/11/96,11,11,1996
18.8,11/12/96,11,12,1996
10.7,11/13/96,11,13,1996
20.8,11/14/96,11,14,1996
0,11/15/96,11,15,1996
7.4,11/16/96,11,16,1996
24.1,11/17/96,11,17,1996
0,11/18/96,11,18,1996
0,11/19/96,11,19,1996
0,11/20/96,11,20,1996
0,11/21/96,11,21,1996
0,11/22/96,11,22,1996
5.6,11/23/96,11,23,1996
0,11/24/96,11,24,1996
0,11/25/96,11,25,1996
0,11/26/96,11,26,1996
0,11/27/96,11,27,1996
0.8,11/28/96,11,28,1996
0.8,11/29/96,11,29,1996
0,11/30/96,11,30,1996
0,6/1/97,6,1,1997
2.8,6/2/97,6,2,1997
2.8,6/3/97,6,3,1997
43.9,6/4/97,6,4,1997
24.9,6/5/97,6,5,1997
0,6/6/97,6,6,1997
0,6/7/97,6,7,1997
0,6/8/97,6,8,1997
0.3,6/9/97,6,9,1997
0,6/10/97,6,10,1997
0,6/11/97,6,11,1997
0.3,6/12/97,6,12,1997
1.8,6/13/97,6,13,1997
0,6/14/97,6,14,1997
0.3,6/15/97,6,15,1997
0,6/16/97,6,16,1997
1.3,6/17/97,6,17,1997
0,6/18/97,6,18,1997
0,6/19/97,6,19,1997
0,6/20/97,6,20,1997
0,6/21/97,6,21,1997
0,6/22/97,6,22,1997
0,6/23/97,6,23,1997
0,6/24/97,6,24,1997
0,6/25/97,6,25,1997
0,6/26/97,6,26,1997
1,6/27/97,6,27,1997
0,6/28/97,6,28,1997
0,6/29/97,6,29,1997
0,6/30/97,6,30,1997
0.3,7/1/97,7,1,1997
0,7/2/97,7,2,1997
0,7/3/97,7,3,1997
9.1,7/4/97,7,4,1997
9.1,7/5/97,7,5,1997
4.3,7/6/97,7,6,1997
3.6,7/7/97,7,7,1997
0.3,7/8/97,7,8,1997
12.2,7/9/97,7,9,1997
0,7/10/97,7,10,1997
1,7/11/97,7,11,1997
0.3,7/12/97,7,12,1997
0,7/13/97,7,13,1997
0,7/14/97,7,14,1997
38.4,7/15/97,7,15,1997
0.3,7/16/97,7,16,1997
0,7/17/97,7,17,1997
2,7/18/97,7,18,1997
13.2,7/19/97,7,19,1997
8.9,7/20/97,7,20,1997
0,7/21/97,7,21,1997
0,7/22/97,7,22,1997
3,7/23/97,7,23,1997
0.5,7/24/97,7,24,1997
0,7/25/97,7,25,1997
0,7/26/97,7,26,1997
0,7/27/97,7,27,1997
3.6,7/28/97,7,28,1997
0.3,7/29/97,7,29,1997
0.3,7/30/97,7,30,1997
0.3,7/31/97,7,31,1997
0,8/1/97,8,1,1997
0,8/2/97,8,2,1997
0,8/3/97,8,3,1997
0,8/4/97,8,4,1997
0,8/5/97,8,5,1997
21.6,8/6/97,8,6,1997
0.3,8/7/97,8,7,1997
20.1,8/8/97,8,8,1997
0,8/9/97,8,9,1997
1,8/10/97,8,10,1997
0.3,8/11/97,8,11,1997
0,8/12/97,8,12,1997
0.5,8/13/97,8,13,1997
0,8/14/97,8,14,1997
0,8/15/97,8,15,1997
1,8/16/97,8,16,1997
0.8,8/17/97,8,17,1997
1,8/18/97,8,18,1997
0,8/19/97,8,19,1997
0,8/20/97,8,20,1997
0.3,8/21/97,8,21,1997
0.3,8/22/97,8,22,1997
0,8/23/97,8,23,1997
0,8/24/97,8,24,1997
0,8/25/97,8,25,1997
0,8/26/97,8,26,1997
0,8/27/97,8,27,1997
0.3,8/28/97,8,28,1997
0,8/29/97,8,29,1997
0,8/30/97,8,30,1997
0,8/31/97,8,31,1997
0,9/1/97,9,1,1997
0,9/2/97,9,2,1997
0,9/3/97,9,3,1997
0,9/4/97,9,4,1997
0,9/5/97,9,5,1997
0,9/6/97,9,6,1997
0.3,9/7/97,9,7,1997
11.4,9/8/97,9,8,1997
6.1,9/9/97,9,9,1997
0.5,9/10/97,9,10,1997
36.6,9/11/97,9,11,1997
0.3,9/12/97,9,12,1997
0,9/13/97,9,13,1997
0.3,9/14/97,9,14,1997
9.4,9/15/97,9,15,1997
0,9/16/97,9,16,1997
0.3,9/17/97,9,17,1997
0.3,9/18/97,9,18,1997
0.5,9/19/97,9,19,1997
0,9/20/97,9,20,1997
0.3,9/21/97,9,21,1997
0,9/22/97,9,22,1997
0.3,9/23/97,9,23,1997
0,9/24/97,9,24,1997
0,9/25/97,9,25,1997
1.8,9/26/97,9,26,1997
26.9,9/27/97,9,27,1997
4.1,9/28/97,9,28,1997
0,9/29/97,9,29,1997
0,9/30/97,9,30,1997
0,10/1/97,10,1,1997
0,10/2/97,10,2,1997
0.3,10/3/97,10,3,1997
0.3,10/4/97,10,4,1997
0,10/5/97,10,5,1997
4.8,10/6/97,10,6,1997
0.5,10/7/97,10,7,1997
7.1,10/8/97,10,8,1997
2.5,10/9/97,10,9,1997
0.5,10/10/97,10,10,1997
5.1,10/11/97,10,11,1997
25.9,10/12/97,10,12,1997
0,10/13/97,10,13,1997
0,10/14/97,10,14,1997
0,10/15/97,10,15,1997
0,10/16/97,10,16,1997
0,10/17/97,10,17,1997
0,10/18/97,10,18,1997
10.2,10/19/97,10,19,1997
5.6,10/20/97,10,20,1997
0.3,10/21/97,10,21,1997
0,10/22/97,10,22,1997
0.5,10/23/97,10,23,1997
0.8,10/24/97,10,24,1997
0.5,10/25/97,10,25,1997
0.8,10/26/97,10,26,1997
23.1,10/27/97,10,27,1997
0,10/28/97,10,28,1997
0,10/29/97,10,29,1997
0,10/30/97,10,30,1997
0,10/31/97,10,31,1997
0,11/1/97,11,1,1997
0,11/2/97,11,2,1997
25.9,11/3/97,11,3,1997
0,11/4/97,11,4,1997
0,11/5/97,11,5,1997
17.3,11/6/97,11,6,1997
0.3,11/7/97,11,7,1997
0,11/8/97,11,8,1997
0,11/9/97,11,9,1997
0,11/10/97,11,10,1997
0,11/11/97,11,11,1997
1.3,11/12/97,11,12,1997
1,11/13/97,11,13,1997
0,11/14/97,11,14,1997
11.4,11/15/97,11,15,1997
12.2,11/16/97,11,16,1997
0,11/17/97,11,17,1997
0,11/18/97,11,18,1997
0,11/19/97,11,19,1997
2,11/20/97,11,20,1997
4.1,11/21/97,11,21,1997
1,11/22/97,11,22,1997
0,11/23/97,11,23,1997
0,11/24/97,11,24,1997
0,11/25/97,11,25,1997
22.9,11/26/97,11,26,1997
4.1,11/27/97,11,27,1997
0,11/28/97,11,28,1997
0,11/29/97,11,29,1997
0,11/30/97,11,30,1997
3,6/1/98,6,1,1998
0,6/2/98,6,2,1998
0,6/3/98,6,3,1998
0,6/4/98,6,4,1998
9.9,6/5/98,6,5,1998
0.3,6/6/98,6,6,1998
11.9,6/7/98,6,7,1998
0.3,6/8/98,6,8,1998
0,6/9/98,6,9,1998
0,6/10/98,6,10,1998
8.1,6/11/98,6,11,1998
2.8,6/12/98,6,12,1998
0,6/13/98,6,13,1998
0,6/14/98,6,14,1998
0,6/15/98,6,15,1998
48.8,6/16/98,6,16,1998
4.8,6/17/98,6,17,1998
16,6/18/98,6,18,1998
0,6/19/98,6,19,1998
0,6/20/98,6,20,1998
9.9,6/21/98,6,21,1998
0.3,6/22/98,6,22,1998
8.1,6/23/98,6,23,1998
9.1,6/24/98,6,24,1998
5.6,6/25/98,6,25,1998
0,6/26/98,6,26,1998
2,6/27/98,6,27,1998
0.3,6/28/98,6,28,1998
3.6,6/29/98,6,29,1998
3,6/30/98,6,30,1998
4.3,7/1/98,7,1,1998
1.3,7/2/98,7,2,1998
1,7/3/98,7,3,1998
0.8,7/4/98,7,4,1998
0.3,7/5/98,7,5,1998
0.3,7/6/98,7,6,1998
0,7/7/98,7,7,1998
0.3,7/8/98,7,8,1998
0,7/9/98,7,9,1998
3.3,7/10/98,7,10,1998
0.8,7/11/98,7,11,1998
0.3,7/12/98,7,12,1998
0,7/13/98,7,13,1998
0,7/14/98,7,14,1998
2.3,7/15/98,7,15,1998
0,7/16/98,7,16,1998
0,7/17/98,7,17,1998
0,7/18/98,7,18,1998
6.9,7/19/98,7,19,1998
10.2,7/20/98,7,20,1998
18,7/21/98,7,21,1998
5.8,7/22/98,7,22,1998
0.3,7/23/98,7,23,1998
17.8,7/24/98,7,24,1998
82,7/25/98,7,25,1998
0,7/26/98,7,26,1998
0.3,7/27/98,7,27,1998
36.1,7/28/98,7,28,1998
0,7/29/98,7,29,1998
0,7/30/98,7,30,1998
0,7/31/98,7,31,1998
27.7,8/1/98,8,1,1998
0.3,8/2/98,8,2,1998
17.5,8/3/98,8,3,1998
25.4,8/4/98,8,4,1998
0.3,8/5/98,8,5,1998
0,8/6/98,8,6,1998
32.3,8/7/98,8,7,1998
9.4,8/8/98,8,8,1998
22.9,8/9/98,8,9,1998
0,8/10/98,8,10,1998
0.8,8/11/98,8,11,1998
9.9,8/12/98,8,12,1998
5.8,8/13/98,8,13,1998
0,8/14/98,8,14,1998
4.8,8/15/98,8,15,1998
0.5,8/16/98,8,16,1998
0.8,8/17/98,8,17,1998
0.3,8/18/98,8,18,1998
0,8/19/98,8,19,1998
1.8,8/20/98,8,20,1998
0,8/21/98,8,21,1998
0,8/22/98,8,22,1998
0,8/23/98,8,23,1998
0.3,8/24/98,8,24,1998
0.3,8/25/98,8,25,1998
1,8/26/98,8,26,1998
0,8/27/98,8,27,1998
0,8/28/98,8,28,1998
0,8/29/98,8,29,1998
0,8/30/98,8,30,1998
0.3,8/31/98,8,31,1998
0,9/1/98,9,1,1998
0,9/2/98,9,2,1998
0,9/3/98,9,3,1998
0.3,9/4/98,9,4,1998
0,9/5/98,9,5,1998
0,9/6/98,9,6,1998
88.6,9/7/98,9,7,1998
20.6,9/8/98,9,8,1998
0,9/9/98,9,9,1998
9.1,9/10/98,9,10,1998
0,9/11/98,9,11,1998
0,9/12/98,9,12,1998
3,9/13/98,9,13,1998
0,9/14/98,9,14,1998
8.6,9/15/98,9,15,1998
0,9/16/98,9,16,1998
0,9/17/98,9,17,1998
0.5,9/18/98,9,18,1998
0,9/19/98,9,19,1998
0,9/20/98,9,20,1998
0,9/21/98,9,21,1998
1,9/22/98,9,22,1998
0,9/23/98,9,23,1998
0.3,9/24/98,9,24,1998
0,9/25/98,9,25,1998
0.3,9/26/98,9,26,1998
43.9,9/27/98,9,27,1998
26.9,9/28/98,9,28,1998
16,9/29/98,9,29,1998
1.5,9/30/98,9,30,1998
6.1,10/1/98,10,1,1998
6.3,10/2/98,10,2,1998
3,10/3/98,10,3,1998
