index,date,flow ,flow (mm/sec),day,month,year
502,5/17/03,5.1253408,2.87E-19,17,5,2003
503,5/18/03,4.530688,2.54E-19,18,5,2003
504,5/19/03,3.8794016,2.17E-19,19,5,2003
505,5/20/03,3.3696992,1.89E-19,20,5,2003
506,5/21/03,3.114848,1.74E-19,21,5,2003
507,5/22/03,3.0015808,1.68E-19,22,5,2003
508,5/23/03,2.7467296,1.54E-19,23,5,2003
509,5/24/03,2.61080896,1.46E-19,24,5,2003
510,5/25/03,2.74956128,1.54E-19,25,5,2003
511,5/26/03,3.3696992,1.89E-19,26,5,2003
512,5/27/03,8.636624,4.84E-19,27,5,2003
513,5/28/03,10.0241472,5.61E-19,28,5,2003
514,5/29/03,8.6932576,4.87E-19,29,5,2003
515,5/30/03,7.0225664,3.93E-19,30,5,2003
516,5/31/03,5.1536576,2.89E-19,31,5,2003
517,6/1/03,5.3235584,2.98E-19,1,6,2003
518,6/2/03,5.9748448,3.35E-19,2,6,2003
519,6/3/03,4.6156384,2.59E-19,3,6,2003
520,6/4/03,3.5396,1.98E-19,4,6,2003
521,6/5/03,3.0298976,1.70E-19,5,6,2003
522,6/6/03,2.9449472,1.65E-19,6,6,2003
523,6/7/03,2.72407616,1.53E-19,7,6,2003
524,6/8/03,2.73540288,1.53E-19,8,6,2003
525,6/9/03,2.58249216,1.45E-19,9,6,2003
526,6/10/03,2.43807648,1.37E-19,10,6,2003
527,6/11/03,2.21720544,1.24E-19,11,6,2003
528,6/12/03,2.05013632,1.15E-19,12,6,2003
529,6/13/03,1.840592,1.03E-19,13,6,2003
530,6/14/03,2.20021536,1.23E-19,14,6,2003
531,6/15/03,2.47772,1.39E-19,15,6,2003
532,6/16/03,2.10393824,1.18E-19,16,6,2003
533,6/17/03,1.77546336,9.94E-20,17,6,2003
534,6/18/03,1.56875072,8.79E-20,18,6,2003
535,6/19/03,1.52627552,8.55E-20,19,6,2003
536,6/20/03,1.699008,9.52E-20,20,6,2003
537,6/21/03,1.56875072,8.79E-20,21,6,2003
538,6/22/03,1.43849344,8.06E-20,22,6,2003
539,6/23/03,1.66502784,9.33E-20,23,6,2003
540,6/24/03,1.67352288,9.37E-20,24,6,2003
541,6/25/03,1.5998992,8.96E-20,25,6,2003
542,6/26/03,1.39601824,7.82E-20,26,6,2003
543,6/27/03,1.30540448,7.31E-20,27,6,2003
544,6/28/03,1.4299984,8.01E-20,28,6,2003
545,6/29/03,1.25160256,7.01E-20,29,6,2003
546,6/30/03,1.04205824,5.84E-20,30,6,2003
547,7/1/03,0.91463264,5.12E-20,1,7,2003
548,7/2/03,0.7928704,4.44E-20,2,7,2003
549,7/3/03,0.71641504,4.01E-20,3,7,2003
550,7/4/03,0.66827648,3.74E-20,4,7,2003
551,7/5/03,0.62013792,3.47E-20,5,7,2003
552,7/6/03,0.57483104,3.22E-20,6,7,2003
553,7/7/03,0.54085088,3.03E-20,7,7,2003
554,7/8/03,0.51253408,2.87E-20,8,7,2003
555,7/9/03,0.48421728,2.71E-20,9,7,2003
556,7/10/03,0.47855392,2.68E-20,10,7,2003
557,7/11/03,0.4813856,2.70E-20,11,7,2003
558,7/12/03,0.54368256,3.05E-20,12,7,2003
559,7/13/03,0.57483104,3.22E-20,13,7,2003
560,7/14/03,0.50687072,2.84E-20,14,7,2003
561,7/15/03,0.4672272,2.62E-20,15,7,2003
562,7/16/03,0.48704896,2.73E-20,16,7,2003
563,7/17/03,0.93162272,5.22E-20,17,7,2003
564,7/18/03,0.83251392,4.66E-20,18,7,2003
565,7/19/03,0.77588032,4.35E-20,19,7,2003
566,7/20/03,0.67110816,3.76E-20,20,7,2003
567,7/21/03,0.57483104,3.22E-20,21,7,2003
568,7/22/03,0.5238608,2.93E-20,22,7,2003
569,7/23/03,0.52102912,2.92E-20,23,7,2003
570,7/24/03,0.5097024,2.85E-20,24,7,2003
571,7/25/03,0.5097024,2.85E-20,25,7,2003
572,7/26/03,0.4672272,2.62E-20,26,7,2003
573,7/27/03,0.43324704,2.43E-20,27,7,2003
574,7/28/03,0.40493024,2.27E-20,28,7,2003
575,7/29/03,0.34546496,1.93E-20,29,7,2003
576,7/30/03,0.30582144,1.71E-20,30,7,2003
577,7/31/03,0.30015808,1.68E-20,31,7,2003
578,8/1/03,0.3964352,2.22E-20,1,8,2003
579,8/2/03,1.15532544,6.47E-20,2,8,2003
580,8/3/03,1.5432656,8.64E-20,3,8,2003
581,8/4/03,1.4441568,8.09E-20,4,8,2003
582,8/5/03,1.2317808,6.90E-20,5,8,2003
583,8/6/03,1.12984032,6.33E-20,6,8,2003
584,8/7/03,1.39884992,7.83E-20,7,8,2003
585,8/8/03,2.194552,1.23E-19,8,8,2003
586,8/9/03,1.9963344,1.12E-19,9,8,2003
587,8/10/03,1.74714656,9.79E-20,10,8,2003
588,8/11/03,1.53193888,8.58E-20,11,8,2003
589,8/12/03,1.5715824,8.80E-20,12,8,2003
590,8/13/03,2.28233408,1.28E-19,13,8,2003
591,8/14/03,2.38427456,1.34E-19,14,8,2003
592,8/15/03,1.99916608,1.12E-19,15,8,2003
593,8/16/03,1.57441408,8.82E-20,16,8,2003
594,8/17/03,1.25443424,7.03E-20,17,8,2003
595,8/18/03,1.07037504,5.99E-20,18,8,2003
596,8/19/03,0.97976128,5.49E-20,19,8,2003
597,8/20/03,0.95710784,5.36E-20,20,8,2003
598,8/21/03,0.84384064,4.73E-20,21,8,2003
599,8/22/03,0.71358336,4.00E-20,22,8,2003
600,8/23/03,0.63429632,3.55E-20,23,8,2003
601,8/24/03,0.56916768,3.19E-20,24,8,2003
602,8/25/03,0.48704896,2.73E-20,25,8,2003
603,8/26/03,0.41342528,2.32E-20,26,8,2003
604,8/27/03,0.36528672,2.05E-20,27,8,2003
605,8/28/03,0.32281152,1.81E-20,28,8,2003
606,8/29/03,0.29449472,1.65E-20,29,8,2003
607,8/30/03,0.28599968,1.60E-20,30,8,2003
608,8/31/03,0.28599968,1.60E-20,31,8,2003
609,9/1/03,0.28599968,1.60E-20,1,9,2003
610,9/2/03,0.34546496,1.93E-20,2,9,2003
611,9/3/03,0.3398016,1.90E-20,3,9,2003
612,9/4/03,0.5946528,3.33E-20,4,9,2003
613,9/5/03,0.57766272,3.24E-20,5,9,2003
614,9/6/03,0.47289056,2.65E-20,6,9,2003
615,9/7/03,0.47572224,2.66E-20,7,9,2003
616,9/8/03,0.43607872,2.44E-20,8,9,2003
617,9/9/03,0.34829664,1.95E-20,9,9,2003
618,9/10/03,0.29449472,1.65E-20,10,9,2003
619,9/11/03,0.267876928,1.50E-20,11,9,2003
620,9/12/03,0.262779904,1.47E-20,12,9,2003
621,9/13/03,0.248055168,1.39E-20,13,9,2003
622,9/14/03,0.245789824,1.38E-20,14,9,2003
623,9/15/03,0.248904672,1.39E-20,15,9,2003
624,9/16/03,0.91180096,5.11E-20,16,9,2003
625,9/17/03,0.71924672,4.03E-20,17,9,2003
626,9/18/03,0.58615776,3.28E-20,18,9,2003
627,9/19/03,0.82968224,4.65E-20,19,9,2003
628,9/20/03,1.46397856,8.20E-20,20,9,2003
629,9/21/03,1.41867168,7.95E-20,21,9,2003
630,9/22/03,1.05055328,5.88E-20,22,9,2003
631,9/23/03,1.37619648,7.71E-20,23,9,2003
632,9/24/03,4.105936,2.30E-19,24,9,2003
633,9/25/03,3.7661344,2.11E-19,25,9,2003
634,9/26/03,3.0015808,1.68E-19,26,9,2003
635,9/27/03,2.6334624,1.47E-19,27,9,2003
636,9/28/03,2.38710624,1.34E-19,28,9,2003
637,9/29/03,2.12942336,1.19E-19,29,9,2003
638,9/30/03,1.96235424,1.10E-19,30,9,2003
639,10/1/03,1.73015648,9.69E-20,1,10,2003
640,10/2/03,1.64803776,9.23E-20,2,10,2003
641,10/3/03,1.44982016,8.12E-20,3,10,2003
642,10/4/03,1.50362208,8.42E-20,4,10,2003
643,10/5/03,1.67918624,9.40E-20,5,10,2003
644,10/6/03,1.52627552,8.55E-20,6,10,2003
645,10/7/03,1.52061216,8.52E-20,7,10,2003
646,10/8/03,1.4441568,8.09E-20,8,10,2003
647,10/9/03,1.43566176,8.04E-20,9,10,2003
648,10/10/03,1.3875232,7.77E-20,10,10,2003
649,10/11/03,1.48380032,8.31E-20,11,10,2003
650,10/12/03,1.38469152,7.76E-20,12,10,2003
651,10/13/03,1.03073152,5.77E-20,13,10,2003
652,10/14/03,0.90896928,5.09E-20,14,10,2003
653,10/15/03,4.3324704,2.43E-19,15,10,2003
654,10/16/03,10.6471168,5.96E-19,16,10,2003
655,10/17/03,7.4756352,4.19E-19,17,10,2003
656,10/18/03,4.9271232,2.76E-19,18,10,2003
657,10/19/03,3.964352,2.22E-19,19,10,2003
658,10/20/03,3.4263328,1.92E-19,20,10,2003
659,10/21/03,3.0865312,1.73E-19,21,10,2003
660,10/22/03,2.8883136,1.62E-19,22,10,2003
661,10/23/03,3.114848,1.74E-19,23,10,2003
662,10/24/03,3.0298976,1.70E-19,24,10,2003
663,10/25/03,2.8599968,1.60E-19,25,10,2003
664,10/26/03,2.74389792,1.54E-19,26,10,2003
665,10/27/03,3.1714816,1.78E-19,27,10,2003
666,10/28/03,4.8704896,2.73E-19,28,10,2003
667,10/29/03,7.928704,4.44E-19,29,10,2003
668,10/30/03,15.4892896,8.68E-19,30,10,2003
669,10/31/03,12.2611744,6.87E-19,31,10,2003
670,11/1/03,7.6738528,4.30E-19,1,11,2003
671,11/2/03,6.088112,3.41E-19,2,11,2003
672,11/3/03,5.66336,3.17E-19,3,11,2003
673,11/4/03,7.1358336,4.00E-19,4,11,2003
674,11/5/03,6.5694976,3.68E-19,5,11,2003
675,11/6/03,6.37128,3.57E-19,6,11,2003
676,11/7/03,5.9182112,3.31E-19,7,11,2003
677,11/8/03,4.3324704,2.43E-19,8,11,2003
678,11/9/03,3.5962336,2.01E-19,9,11,2003
679,11/10/03,3.1714816,1.78E-19,10,11,2003
680,11/11/03,2.9449472,1.65E-19,11,11,2003
681,11/12/03,2.9449472,1.65E-19,12,11,2003
682,11/13/03,3.2281152,1.81E-19,13,11,2003
683,11/14/03,3.7944512,2.13E-19,14,11,2003
684,11/15/03,3.3413824,1.87E-19,15,11,2003
685,11/16/03,2.9166304,1.63E-19,16,11,2003
686,11/17/03,2.6476208,1.48E-19,17,11,2003
687,11/18/03,2.46922496,1.38E-19,18,11,2003
688,11/19/03,2.3644528,1.32E-19,19,11,2003
689,11/20/03,2.57966048,1.44E-19,20,11,2003
690,11/21/03,3.5679168,2.00E-19,21,11,2003
691,11/22/03,3.9077184,2.19E-19,22,11,2003
692,11/23/03,3.398016,1.90E-19,23,11,2003
693,11/24/03,3.0015808,1.68E-19,24,11,2003
694,11/25/03,3.1714816,1.78E-19,25,11,2003
695,11/26/03,3.3696992,1.89E-19,26,11,2003
696,11/27/03,3.1997984,1.79E-19,27,11,2003
697,11/28/03,3.1997984,1.79E-19,28,11,2003
698,11/29/03,5.2669248,2.95E-19,29,11,2003
699,11/30/03,7.362368,4.12E-19,30,11,2003
700,12/1/03,5.6916768,3.19E-19,1,12,2003
701,12/2/03,4.5590048,2.55E-19,2,12,2003
702,12/3/03,3.256432,1.82E-19,3,12,2003
703,12/4/03,2.83168,1.59E-19,4,12,2003
704,12/5/03,2.265344,1.27E-19,5,12,2003
705,12/6/03,2.48055168,1.39E-19,6,12,2003
706,12/7/03,2.59665056,1.45E-19,7,12,2003
707,12/8/03,2.690096,1.51E-19,8,12,2003
708,12/9/03,2.548512,1.43E-19,9,12,2003
709,12/10/03,2.548512,1.43E-19,10,12,2003
710,12/11/03,4.5023712,2.52E-19,11,12,2003
711,12/12/03,27.2690784,1.53E-18,12,12,2003
712,12/13/03,23.6162112,1.32E-18,13,12,2003
713,12/14/03,13.0823616,7.33E-19,14,12,2003
714,12/15/03,9.0896928,5.09E-19,15,12,2003
715,12/16/03,8.5516736,4.79E-19,16,12,2003
716,12/17/03,7.503952,4.20E-19,17,12,2003
717,12/18/03,10.7320672,6.01E-19,18,12,2003
718,12/19/03,16.2255264,9.09E-19,19,12,2003
719,12/20/03,11.9496896,6.69E-19,20,12,2003
720,12/21/03,8.6932576,4.87E-19,21,12,2003
721,12/22/03,6.7677152,3.79E-19,22,12,2003
722,12/23/03,5.8332608,3.27E-19,23,12,2003
723,12/24/03,5.521776,3.09E-19,24,12,2003
724,12/25/03,9.2312768,5.17E-19,25,12,2003
725,12/26/03,12.6576096,7.09E-19,26,12,2003
726,12/27/03,10.3073152,5.77E-19,27,12,2003
727,12/28/03,7.4756352,4.19E-19,28,12,2003
728,12/29/03,6.2013792,3.47E-19,29,12,2003
729,12/30/03,5.66336,3.17E-19,30,12,2003
730,12/31/03,5.5784096,3.12E-19,31,12,2003
731,1/1/04,5.2669248,2.95E-19,1,1,2004
732,1/2/04,4.8421728,2.71E-19,2,1,2004
733,1/3/04,4.5873216,2.57E-19,3,1,2004
734,1/4/04,4.8704896,2.73E-19,4,1,2004
735,1/5/04,5.3518752,3.00E-19,5,1,2004
736,1/6/04,4.95544,2.78E-19,6,1,2004
737,1/7/04,4.105936,2.30E-19,7,1,2004
738,1/8/04,3.6245504,2.03E-19,8,1,2004
739,1/9/04,3.0865312,1.73E-19,9,1,2004
740,1/10/04,2.73540288,1.53E-19,10,1,2004
741,1/11/04,2.55134368,1.43E-19,11,1,2004
742,1/12/04,2.55134368,1.43E-19,12,1,2004
743,1/13/04,2.6051456,1.46E-19,13,1,2004
744,1/14/04,2.4918784,1.40E-19,14,1,2004
745,1/15/04,2.1662352,1.21E-19,15,1,2004
746,1/16/04,2.01898784,1.13E-19,16,1,2004
747,1/17/04,1.89439392,1.06E-19,17,1,2004
748,1/18/04,1.89439392,1.06E-19,18,1,2004
749,1/19/04,1.87457216,1.05E-19,19,1,2004
750,1/20/04,1.83492864,1.03E-19,20,1,2004
751,1/21/04,1.73865152,9.74E-20,21,1,2004
752,1/22/04,1.6848496,9.44E-20,22,1,2004
753,1/23/04,1.6140576,9.04E-20,23,1,2004
754,1/24/04,1.46681024,8.22E-20,24,1,2004
755,1/25/04,1.34787968,7.55E-20,25,1,2004
756,1/26/04,1.26292928,7.07E-20,26,1,2004
757,1/27/04,1.21195904,6.79E-20,27,1,2004
758,1/28/04,1.18647392,6.65E-20,28,1,2004
759,1/29/04,1.18647392,6.65E-20,29,1,2004
760,1/30/04,1.18647392,6.65E-20,30,1,2004
761,1/31/04,1.11285024,6.23E-20,31,1,2004
762,2/1/04,1.10152352,6.17E-20,1,2,2004
763,2/2/04,1.06471168,5.96E-20,2,2,2004
764,2/3/04,1.03073152,5.77E-20,3,2,2004
765,2/4/04,1.27708768,7.15E-20,4,2,2004
766,2/5/04,1.42150336,7.96E-20,5,2,2004
767,2/6/04,1.36203808,7.63E-20,6,2,2004
768,2/7/04,1.33372128,7.47E-20,7,2,2004
769,2/8/04,1.33372128,7.47E-20,8,2,2004
770,2/9/04,1.29124608,7.23E-20,9,2,2004
771,2/10/04,1.26292928,7.07E-20,10,2,2004
772,2/11/04,1.26292928,7.07E-20,11,2,2004
773,2/12/04,1.22328576,6.85E-20,12,2,2004
774,2/13/04,1.17231552,6.57E-20,13,2,2004
775,2/14/04,1.1609888,6.50E-20,14,2,2004
776,2/15/04,1.12417696,6.30E-20,15,2,2004
777,2/16/04,1.0760384,6.03E-20,16,2,2004
778,2/17/04,1.01090976,5.66E-20,17,2,2004
779,2/18/04,0.9627712,5.39E-20,18,2,2004
780,2/19/04,0.95710784,5.36E-20,19,2,2004
781,2/20/04,0.92879104,5.20E-20,20,2,2004
782,2/21/04,0.98825632,5.53E-20,21,2,2004
783,2/22/04,1.08736512,6.09E-20,22,2,2004
784,2/23/04,1.1609888,6.50E-20,23,2,2004
785,2/24/04,1.19780064,6.71E-20,24,2,2004
786,2/25/04,1.12417696,6.30E-20,25,2,2004
787,2/26/04,1.08736512,6.09E-20,26,2,2004
788,2/27/04,1.08736512,6.09E-20,27,2,2004
789,2/28/04,1.13550368,6.36E-20,28,2,2004
790,2/29/04,1.2600976,7.06E-20,29,2,2004
791,3/1/04,1.37053312,7.68E-20,1,3,2004
792,3/2/04,1.73581984,9.72E-20,2,3,2004
793,3/3/04,2.52869024,1.42E-19,3,3,2004
794,3/4/04,3.3413824,1.87E-19,4,3,2004
795,3/5/04,3.2847488,1.84E-19,5,3,2004
796,3/6/04,3.5396,1.98E-19,6,3,2004
797,3/7/04,4.4457376,2.49E-19,7,3,2004
798,3/8/04,3.8510848,2.16E-19,8,3,2004
799,3/9/04,2.9166304,1.63E-19,9,3,2004
800,3/10/04,2.48904672,1.39E-19,10,3,2004
801,3/11/04,2.4635616,1.38E-19,11,3,2004
802,3/12/04,2.59948224,1.46E-19,12,3,2004
803,3/13/04,2.75522464,1.54E-19,13,3,2004
804,3/14/04,2.3786112,1.33E-19,14,3,2004
805,3/15/04,2.35595776,1.32E-19,15,3,2004
806,3/16/04,2.36728448,1.33E-19,16,3,2004
807,3/17/04,2.22003712,1.24E-19,17,3,2004
808,3/18/04,2.03597792,1.14E-19,18,3,2004
809,3/19/04,1.97084928,1.10E-19,19,3,2004
810,3/20/04,1.82360192,1.02E-19,20,3,2004
811,3/21/04,2.12092832,1.19E-19,21,3,2004
812,3/22/04,2.4494032,1.37E-19,22,3,2004
813,3/23/04,2.17756192,1.22E-19,23,3,2004
814,3/24/04,2.17189856,1.22E-19,24,3,2004
815,3/25/04,2.24269056,1.26E-19,25,3,2004
816,3/26/04,2.8883136,1.62E-19,26,3,2004
817,3/27/04,5.946528,3.33E-19,27,3,2004
818,3/28/04,8.2968224,4.65E-19,28,3,2004
819,3/29/04,6.2863296,3.52E-19,29,3,2004
820,3/30/04,4.9271232,2.76E-19,30,3,2004
821,3/31/04,4.5873216,2.57E-19,31,3,2004
822,4/1/04,12.6859264,7.11E-19,1,4,2004
823,4/2/04,44.174208,2.47E-18,2,4,2004
824,4/3/04,40.493024,2.27E-18,3,4,2004
825,4/4/04,19.7934432,1.11E-18,4,4,2004
826,4/5/04,15.007904,8.41E-19,5,4,2004
827,4/6/04,13.025728,7.30E-19,6,4,2004
828,4/7/04,9.91088,5.55E-19,7,4,2004
829,4/8/04,7.78712,4.36E-19,8,4,2004
830,4/9/04,6.7110816,3.76E-19,9,4,2004
831,4/10/04,5.946528,3.33E-19,10,4,2004
832,4/11/04,5.3235584,2.98E-19,11,4,2004
833,4/12/04,4.8704896,2.73E-19,12,4,2004
834,4/13/04,5.2952416,2.97E-19,13,4,2004
835,4/14/04,20.7278976,1.16E-18,14,4,2004
836,4/15/04,25.0886848,1.41E-18,15,4,2004
837,4/16/04,15.857408,8.88E-19,16,4,2004
838,4/17/04,11.1285024,6.23E-19,17,4,2004
839,4/18/04,8.5516736,4.79E-19,18,4,2004
840,4/19/04,7.0508832,3.95E-19,19,4,2004
841,4/20/04,6.088112,3.41E-19,20,4,2004
842,4/21/04,5.238608,2.93E-19,21,4,2004
843,4/22/04,4.7005888,2.63E-19,22,4,2004
844,4/23/04,4.7005888,2.63E-19,23,4,2004
845,4/24/04,4.9271232,2.76E-19,24,4,2004
846,4/25/04,4.4740544,2.51E-19,25,4,2004
847,4/26/04,5.6350432,3.16E-19,26,4,2004
848,4/27/04,11.185136,6.26E-19,27,4,2004
849,4/28/04,11.468304,6.42E-19,28,4,2004
850,4/29/04,7.645536,4.28E-19,29,4,2004
851,4/30/04,5.8615776,3.28E-19,30,4,2004
852,5/1/04,5.0687072,2.84E-19,1,5,2004
853,5/2/04,4.389104,2.46E-19,2,5,2004
854,5/3/04,4.0493024,2.27E-19,3,5,2004
855,5/4/04,7.362368,4.12E-19,4,5,2004
856,5/5/04,11.9496896,6.69E-19,5,5,2004
857,5/6/04,8.6083072,4.82E-19,6,5,2004
858,5/7/04,6.4279136,3.60E-19,7,5,2004
859,5/8/04,5.2102912,2.92E-19,8,5,2004
860,5/9/04,4.2192032,2.36E-19,9,5,2004
861,5/10/04,3.681184,2.06E-19,10,5,2004
862,5/11/04,3.398016,1.90E-19,11,5,2004
863,5/12/04,3.114848,1.74E-19,12,5,2004
864,5/13/04,2.7750464,1.55E-19,13,5,2004
865,5/14/04,2.46639328,1.38E-19,14,5,2004
866,5/15/04,2.3644528,1.32E-19,15,5,2004
867,5/16/04,3.9077184,2.19E-19,16,5,2004
868,5/17/04,6.654448,3.73E-19,17,5,2004
869,5/18/04,5.380192,3.01E-19,18,5,2004
870,5/19/04,7.8154368,4.38E-19,19,5,2004
871,5/20/04,6.0314784,3.38E-19,20,5,2004
872,5/21/04,4.4174208,2.47E-19,21,5,2004
873,5/22/04,4.2192032,2.36E-19,22,5,2004
874,5/23/04,7.0792,3.96E-19,23,5,2004
875,5/24/04,11.32672,6.34E-19,24,5,2004
876,5/25/04,22.3985888,1.25E-18,25,5,2004
877,5/26/04,16.140576,9.04E-19,26,5,2004
878,5/27/04,11.468304,6.42E-19,27,5,2004
879,5/28/04,10.2506816,5.74E-19,28,5,2004
880,5/29/04,11.6948384,6.55E-19,29,5,2004
881,5/30/04,9.1463264,5.12E-19,30,5,2004
882,5/31/04,6.512864,3.65E-19,31,5,2004
883,6/1/04,5.4368256,3.05E-19,1,6,2004
884,6/2/04,5.2102912,2.92E-19,2,6,2004
885,6/3/04,6.6261312,3.71E-19,3,6,2004
886,6/4/04,9.061376,5.08E-19,4,6,2004
887,6/5/04,6.5978144,3.70E-19,5,6,2004
888,6/6/04,5.0120736,2.81E-19,6,6,2004
889,6/7/04,4.1908864,2.35E-19,7,6,2004
890,6/8/04,3.6245504,2.03E-19,8,6,2004
891,6/9/04,3.1997984,1.79E-19,9,6,2004
892,6/10/04,3.1714816,1.78E-19,10,6,2004
893,6/11/04,2.8175216,1.58E-19,11,6,2004
894,6/12/04,2.41542304,1.35E-19,12,6,2004
895,6/13/04,2.14075008,1.20E-19,13,6,2004
896,6/14/04,1.95102752,1.09E-19,14,6,2004
897,6/15/04,1.79528512,1.01E-19,15,6,2004
898,6/16/04,1.70467136,9.55E-20,16,6,2004
899,6/17/04,1.65370112,9.26E-20,17,6,2004
900,6/18/04,1.61122592,9.02E-20,18,6,2004
901,6/19/04,1.56308736,8.75E-20,19,6,2004
902,6/20/04,1.49229536,8.36E-20,20,6,2004
903,6/21/04,1.41867168,7.95E-20,21,6,2004
904,6/22/04,1.29974112,7.28E-20,22,6,2004
905,6/23/04,1.24310752,6.96E-20,23,6,2004
906,6/24/04,1.1609888,6.50E-20,24,6,2004
907,6/25/04,1.12134528,6.28E-20,25,6,2004
908,6/26/04,1.274256,7.14E-20,26,6,2004
909,6/27/04,1.4016816,7.85E-20,27,6,2004
910,6/28/04,1.37619648,7.71E-20,28,6,2004
911,6/29/04,1.44132512,8.07E-20,29,6,2004
912,6/30/04,1.35637472,7.60E-20,30,6,2004
913,7/1/04,1.29124608,7.23E-20,1,7,2004
914,7/2/04,1.27142432,7.12E-20,2,7,2004
915,7/3/04,1.15815712,6.49E-20,3,7,2004
916,7/4/04,1.0477216,5.87E-20,4,7,2004
917,7/5/04,0.94578112,5.30E-20,5,7,2004
918,7/6/04,0.88914752,4.98E-20,6,7,2004
919,7/7/04,0.79853376,4.47E-20,7,7,2004
920,7/8/04,0.9061376,5.08E-20,8,7,2004
921,7/9/04,1.76413664,9.88E-20,9,7,2004
922,7/10/04,1.15532544,6.47E-20,10,7,2004
923,7/11/04,1.04488992,5.85E-20,11,7,2004
924,7/12/04,0.96843456,5.42E-20,12,7,2004
925,7/13/04,0.90896928,5.09E-20,13,7,2004
926,7/14/04,1.00807808,5.65E-20,14,7,2004
927,7/15/04,0.94294944,5.28E-20,15,7,2004
928,7/16/04,0.85799904,4.81E-20,16,7,2004
929,7/17/04,0.8070288,4.52E-20,17,7,2004
930,7/18/04,0.74756352,4.19E-20,18,7,2004
931,7/19/04,1.36203808,7.63E-20,19,7,2004
932,7/20/04,1.3167312,7.37E-20,20,7,2004
933,7/21/04,1.25726592,7.04E-20,21,7,2004
934,7/22/04,1.18081056,6.61E-20,22,7,2004
935,7/23/04,1.06754336,5.98E-20,23,7,2004
936,7/24/04,0.57766272,3.24E-20,24,7,2004
937,7/25/04,0.30865312,1.73E-20,25,7,2004
938,7/26/04,0.52102912,2.92E-20,26,7,2004
939,7/27/04,0.58898944,3.30E-20,27,7,2004
940,7/28/04,0.97409792,5.46E-20,28,7,2004
941,7/29/04,1.80094848,1.01E-19,29,7,2004
942,7/30/04,1.4441568,8.09E-20,30,7,2004
943,7/31/04,1.0760384,6.03E-20,31,7,2004
944,8/1/04,0.9344544,5.23E-20,1,8,2004
945,8/2/04,1.24310752,6.96E-20,2,8,2004
946,8/3/04,1.2317808,6.90E-20,3,8,2004
947,8/4/04,1.0052464,5.63E-20,4,8,2004
948,8/5/04,0.87498912,4.90E-20,5,8,2004
949,8/6/04,0.75322688,4.22E-20,6,8,2004
950,8/7/04,0.63429632,3.55E-20,7,8,2004
951,8/8/04,0.59182112,3.31E-20,8,8,2004
952,8/9/04,0.55784096,3.12E-20,9,8,2004
953,8/10/04,0.5097024,2.85E-20,10,8,2004
954,8/11/04,0.50120736,2.81E-20,11,8,2004
955,8/12/04,0.71358336,4.00E-20,12,8,2004
956,8/13/04,3.398016,1.90E-19,13,8,2004
957,8/14/04,3.1714816,1.78E-19,14,8,2004
958,8/15/04,2.48621504,1.39E-19,15,8,2004
959,8/16/04,2.43241312,1.36E-19,16,8,2004
960,8/17/04,3.9077184,2.19E-19,17,8,2004
961,8/18/04,3.681184,2.06E-19,18,8,2004
962,8/19/04,2.55983872,1.43E-19,19,8,2004
963,8/20/04,2.08411648,1.17E-19,20,8,2004
964,8/21/04,3.7378176,2.09E-19,21,8,2004
965,8/22/04,8.7498912,4.90E-19,22,8,2004
966,8/23/04,7.220784,4.04E-19,23,8,2004
967,8/24/04,4.389104,2.46E-19,24,8,2004
968,8/25/04,3.1431648,1.76E-19,25,8,2004
969,8/26/04,2.37577952,1.33E-19,26,8,2004
970,8/27/04,1.92837408,1.08E-19,27,8,2004
971,8/28/04,1.63387936,9.15E-20,28,8,2004
972,8/29/04,1.5007904,8.41E-20,29,8,2004
973,8/30/04,1.7414832,9.75E-20,30,8,2004
974,8/31/04,1.6706912,9.36E-20,31,8,2004
975,9/1/04,1.557424,8.72E-20,1,9,2004
976,9/2/04,1.31956288,7.39E-20,2,9,2004
977,9/3/04,1.13833536,6.38E-20,3,9,2004
978,9/4/04,1.02223648,5.73E-20,4,9,2004
979,9/5/04,0.92312768,5.17E-20,5,9,2004
980,9/6/04,0.8636624,4.84E-20,6,9,2004
981,9/7/04,0.81552384,4.57E-20,7,9,2004
982,9/8/04,0.77588032,4.35E-20,8,9,2004
983,9/9/04,3.8794016,2.17E-19,9,9,2004
984,9/10/04,7.2774176,4.08E-19,10,9,2004
985,9/11/04,4.6156384,2.59E-19,11,9,2004
986,9/12/04,3.0582144,1.71E-19,12,9,2004
987,9/13/04,2.265344,1.27E-19,13,9,2004
988,9/14/04,1.80661184,1.01E-19,14,9,2004
989,9/15/04,1.5007904,8.41E-20,15,9,2004
990,9/16/04,1.30540448,7.31E-20,16,9,2004
991,9/17/04,1.21479072,6.80E-20,17,9,2004
992,9/18/04,5.6350432,3.16E-19,18,9,2004
993,9/19/04,13.9884992,7.83E-19,19,9,2004
994,9/20/04,9.2312768,5.17E-19,20,9,2004
995,9/21/04,5.3235584,2.98E-19,21,9,2004
996,9/22/04,3.9077184,2.19E-19,22,9,2004
997,9/23/04,3.114848,1.74E-19,23,9,2004
998,9/24/04,2.45506656,1.38E-19,24,9,2004
999,9/25/04,2.10393824,1.18E-19,25,9,2004
1000,9/26/04,1.87174048,1.05E-19,26,9,2004
1001,9/27/04,1.63954272,9.18E-20,27,9,2004
1002,9/28/04,1.51778048,8.50E-20,28,9,2004
