index,date,flow ,,,,,
704,2003-12-05,2.265344,,,,,
705,2003-12-06,2.48055168,,,,,
706,2003-12-07,2.59665056,,,,,
707,2003-12-08,2.690096,,,,,
708,2003-12-09,2.548512,,,,,
709,2003-12-10,2.548512,,,,,
710,2003-12-11,4.5023712,,,,,
711,2003-12-12,27.2690784,,,,,
712,2003-12-13,23.6162112,,,,,
713,2003-12-14,13.0823616,,,,,
714,2003-12-15,9.0896928,,,,,
715,2003-12-16,8.5516736,,,,,
716,2003-12-17,7.503952,,,,,
717,2003-12-18,10.7320672,,,,,
718,2003-12-19,16.2255264,,,,,
719,2003-12-20,11.9496896,,,,,
720,2003-12-21,8.6932576,,,,,
721,2003-12-22,6.7677152,,,,,
722,2003-12-23,5.8332608,,,,,
723,2003-12-24,5.521776,,,,,
724,2003-12-25,9.2312768,,,,,
725,2003-12-26,12.6576096,,,,,
726,2003-12-27,10.3073152,,,,,
727,2003-12-28,7.4756352,,,,,
728,2003-12-29,6.2013792,,,,,
729,2003-12-30,5.66336,,,,,
730,2003-12-31,5.5784096,,,,,
731,2004-01-01,5.2669248,,,,,
732,2004-01-02,4.8421728,,,,,
733,2004-01-03,4.5873216,,,,,
734,2004-01-04,4.8704896,,,,,
735,2004-01-05,5.3518752,,,,,
736,2004-01-06,4.95544,,,,,
737,2004-01-07,4.105936,,,,,
738,2004-01-08,3.6245504,,,,,
739,2004-01-09,3.0865312,,,,,
740,2004-01-10,2.73540288,,,,,
741,2004-01-11,2.55134368,,,,,
742,2004-01-12,2.55134368,,,,,
743,2004-01-13,2.6051456,,,,,
744,2004-01-14,2.4918784,,,,,
745,2004-01-15,2.1662352,,,,,
746,2004-01-16,2.01898784,,,,,
747,2004-01-17,1.89439392,,,,,
748,2004-01-18,1.89439392,,,,,
749,2004-01-19,1.87457216,,,,,
750,2004-01-20,1.83492864,,,,,
751,2004-01-21,1.73865152,,,,,
752,2004-01-22,1.6848496,,,,,
753,2004-01-23,1.6140576,,,,,
754,2004-01-24,1.46681024,,,,,
755,2004-01-25,1.34787968,,,,,
756,2004-01-26,1.26292928,,,,,
757,2004-01-27,1.21195904,,,,,
758,2004-01-28,1.18647392,,,,,
759,2004-01-29,1.18647392,,,,,
760,2004-01-30,1.18647392,,,,,
761,2004-01-31,1.11285024,,,,,
762,2004-02-01,1.10152352,,,,,
763,2004-02-02,1.06471168,,,,,
764,2004-02-03,1.03073152,,,,,
765,2004-02-04,1.27708768,,,,,
766,2004-02-05,1.42150336,,,,,
767,2004-02-06,1.36203808,,,,,
768,2004-02-07,1.33372128,,,,,
769,2004-02-08,1.33372128,,,,,
770,2004-02-09,1.29124608,,,,,
771,2004-02-10,1.26292928,,,,,
772,2004-02-11,1.26292928,,,,,
773,2004-02-12,1.22328576,,,,,
774,2004-02-13,1.17231552,,,,,
775,2004-02-14,1.1609888,,,,,
776,2004-02-15,1.12417696,,,,,
777,2004-02-16,1.0760384,,,,,
778,2004-02-17,1.01090976,,,,,
779,2004-02-18,0.9627712,,,,,
780,2004-02-19,0.95710784,,,,,
781,2004-02-20,0.92879104,,,,,
782,2004-02-21,0.98825632,,,,,
783,2004-02-22,1.08736512,,,,,
784,2004-02-23,1.1609888,,,,,
785,2004-02-24,1.19780064,,,,,
786,2004-02-25,1.12417696,,,,,
787,2004-02-26,1.08736512,,,,,
788,2004-02-27,1.08736512,,,,,
789,2004-02-28,1.13550368,,,,,
790,2004-02-29,1.2600976,,,,,
791,2004-03-01,1.37053312,,,,,
792,2004-03-02,1.73581984,,,,,
793,2004-03-03,2.52869024,,,,,
794,2004-03-04,3.3413824,,,,,
795,2004-03-05,3.2847488,,,,,
796,2004-03-06,3.5396,,,,,
797,2004-03-07,4.4457376,,,,,
798,2004-03-08,3.8510848,,,,,
799,2004-03-09,2.9166304,,,,,
800,2004-03-10,2.48904672,,,,,
801,2004-03-11,2.4635616,,,,,
802,2004-03-12,2.59948224,,,,,
803,2004-03-13,2.75522464,,,,,
804,2004-03-14,2.3786112,,,,,
805,2004-03-15,2.35595776,,,,,
806,2004-03-16,2.36728448,,,,,
807,2004-03-17,2.22003712,,,,,
808,2004-03-18,2.03597792,,,,,
809,2004-03-19,1.97084928,,,,,
810,2004-03-20,1.82360192,,,,,
811,2004-03-21,2.12092832,,,,,
812,2004-03-22,2.4494032,,,,,
813,2004-03-23,2.17756192,,,,,
814,2004-03-24,2.17189856,,,,,
815,2004-03-25,2.24269056,,,,,
816,2004-03-26,2.8883136,,,,,
817,2004-03-27,5.946528,,,,,
818,2004-03-28,8.2968224,,,,,
819,2004-03-29,6.2863296,,,,,
820,2004-03-30,4.9271232,,,,,
821,2004-03-31,4.5873216,,,,,
822,2004-04-01,12.6859264,,,,,
823,2004-04-02,44.174208,,,,,
824,2004-04-03,40.493024,,,,,
825,2004-04-04,19.7934432,,,,,
826,2004-04-05,15.007904,,,,,
827,2004-04-06,13.025728,,,,,
828,2004-04-07,9.91088,,,,,
829,2004-04-08,7.78712,,,,,
830,2004-04-09,6.7110816,,,,,
831,2004-04-10,5.946528,,,,,
832,2004-04-11,5.3235584,,,,,
833,2004-04-12,4.8704896,,,,,
834,2004-04-13,5.2952416,,,,,
835,2004-04-14,20.7278976,,,,,
836,2004-04-15,25.0886848,,,,,
837,2004-04-16,15.857408,,,,,
838,2004-04-17,11.1285024,,,,,
839,2004-04-18,8.5516736,,,,,
840,2004-04-19,7.0508832,,,,,
841,2004-04-20,6.088112,,,,,
842,2004-04-21,5.238608,,,,,
843,2004-04-22,4.7005888,,,,,
844,2004-04-23,4.7005888,,,,,
845,2004-04-24,4.9271232,,,,,
846,2004-04-25,4.4740544,,,,,
847,2004-04-26,5.6350432,,,,,
848,2004-04-27,11.185136,,,,,
849,2004-04-28,11.468304,,,,,
850,2004-04-29,7.645536,,,,,
851,2004-04-30,5.8615776,,,,,
852,2004-05-01,5.0687072,,,,,
853,2004-05-02,4.389104,,,,,
854,2004-05-03,4.0493024,,,,,
855,2004-05-04,7.362368,,,,,
856,2004-05-05,11.9496896,,,,,
857,2004-05-06,8.6083072,,,,,
858,2004-05-07,6.4279136,,,,,
859,2004-05-08,5.2102912,,,,,
860,2004-05-09,4.2192032,,,,,
861,2004-05-10,3.681184,,,,,
862,2004-05-11,3.398016,,,,,
863,2004-05-12,3.114848,,,,,
864,2004-05-13,2.7750464,,,,,
865,2004-05-14,2.46639328,,,,,
866,2004-05-15,2.3644528,,,,,
867,2004-05-16,3.9077184,,,,,
868,2004-05-17,6.654448,,,,,
869,2004-05-18,5.380192,,,,,
870,2004-05-19,7.8154368,,,,,
871,2004-05-20,6.0314784,,,,,
872,2004-05-21,4.4174208,,,,,
873,2004-05-22,4.2192032,,,,,
874,2004-05-23,7.0792,,,,,
875,2004-05-24,11.32672,,,,,
876,2004-05-25,22.3985888,,,,,
877,2004-05-26,16.140576,,,,,
878,2004-05-27,11.468304,,,,,
879,2004-05-28,10.2506816,,,,,
880,2004-05-29,11.6948384,,,,,
881,2004-05-30,9.1463264,,,,,
882,2004-05-31,6.512864,,,,,
883,2004-06-01,5.4368256,,,,,
884,2004-06-02,5.2102912,,,,,
885,2004-06-03,6.6261312,,,,,
886,2004-06-04,9.061376,,,,,
887,2004-06-05,6.5978144,,,,,
888,2004-06-06,5.0120736,,,,,
889,2004-06-07,4.1908864,,,,,
890,2004-06-08,3.6245504,,,,,
891,2004-06-09,3.1997984,,,,,
892,2004-06-10,3.1714816,,,,,
893,2004-06-11,2.8175216,,,,,
894,2004-06-12,2.41542304,,,,,
895,2004-06-13,2.14075008,,,,,
896,2004-06-14,1.95102752,,,,,
897,2004-06-15,1.79528512,,,,,
898,2004-06-16,1.70467136,,,,,
899,2004-06-17,1.65370112,,,,,
900,2004-06-18,1.61122592,,,,,
901,2004-06-19,1.56308736,,,,,
902,2004-06-20,1.49229536,,,,,
903,2004-06-21,1.41867168,,,,,
904,2004-06-22,1.29974112,,,,,
905,2004-06-23,1.24310752,,,,,
906,2004-06-24,1.1609888,,,,,
907,2004-06-25,1.12134528,,,,,
908,2004-06-26,1.274256,,,,,
909,2004-06-27,1.4016816,,,,,
910,2004-06-28,1.37619648,,,,,
911,2004-06-29,1.44132512,,,,,
912,2004-06-30,1.35637472,,,,,
913,2004-07-01,1.29124608,,,,,
914,2004-07-02,1.27142432,,,,,
915,2004-07-03,1.15815712,,,,,
916,2004-07-04,1.0477216,,,,,
917,2004-07-05,0.94578112,,,,,
918,2004-07-06,0.88914752,,,,,
919,2004-07-07,0.79853376,,,,,
920,2004-07-08,0.9061376,,,,,
921,2004-07-09,1.76413664,,,,,
922,2004-07-10,1.15532544,,,,,
923,2004-07-11,1.04488992,,,,,
924,2004-07-12,0.96843456,,,,,
925,2004-07-13,0.90896928,,,,,
926,2004-07-14,1.00807808,,,,,
927,2004-07-15,0.94294944,,,,,
928,2004-07-16,0.85799904,,,,,
929,2004-07-17,0.8070288,,,,,
930,2004-07-18,0.74756352,,,,,
931,2004-07-19,1.36203808,,,,,
932,2004-07-20,1.3167312,,,,,
933,2004-07-21,1.25726592,,,,,
934,2004-07-22,1.18081056,,,,,
935,2004-07-23,1.06754336,,,,,
936,2004-07-24,0.57766272,,,,,
937,2004-07-25,0.30865312,,,,,
938,2004-07-26,0.52102912,,,,,
939,2004-07-27,0.58898944,,,,,
940,2004-07-28,0.97409792,,,,,
941,2004-07-29,1.80094848,,,,,
942,2004-07-30,1.4441568,,,,,
943,2004-07-31,1.0760384,,,,,
944,2004-08-01,0.9344544,,,,,
945,2004-08-02,1.24310752,,,,,
946,2004-08-03,1.2317808,,,,,
947,2004-08-04,1.0052464,,,,,
948,2004-08-05,0.87498912,,,,,
949,2004-08-06,0.75322688,,,,,
950,2004-08-07,0.63429632,,,,,
951,2004-08-08,0.59182112,,,,,
952,2004-08-09,0.55784096,,,,,
953,2004-08-10,0.5097024,,,,,
954,2004-08-11,0.50120736,,,,,
955,2004-08-12,0.71358336,,,,,
956,2004-08-13,3.398016,,,,,
957,2004-08-14,3.1714816,,,,,
958,2004-08-15,2.48621504,,,,,
959,2004-08-16,2.43241312,,,,,
960,2004-08-17,3.9077184,,,,,
961,2004-08-18,3.681184,,,,,
962,2004-08-19,2.55983872,,,,,
963,2004-08-20,2.08411648,,,,,
964,2004-08-21,3.7378176,,,,,
965,2004-08-22,8.7498912,,,,,
966,2004-08-23,7.220784,,,,,
967,2004-08-24,4.389104,,,,,
968,2004-08-25,3.1431648,,,,,
969,2004-08-26,2.37577952,,,,,
970,2004-08-27,1.92837408,,,,,
971,2004-08-28,1.63387936,,,,,
972,2004-08-29,1.5007904,,,,,
973,2004-08-30,1.7414832,,,,,
974,2004-08-31,1.6706912,,,,,
975,2004-09-01,1.557424,,,,,
976,2004-09-02,1.31956288,,,,,
977,2004-09-03,1.13833536,,,,,
978,2004-09-04,1.02223648,,,,,
979,2004-09-05,0.92312768,,,,,
980,2004-09-06,0.8636624,,,,,
981,2004-09-07,0.81552384,,,,,
982,2004-09-08,0.77588032,,,,,
983,2004-09-09,3.8794016,,,,,
984,2004-09-10,7.2774176,,,,,
985,2004-09-11,4.6156384,,,,,
986,2004-09-12,3.0582144,,,,,
987,2004-09-13,2.265344,,,,,
988,2004-09-14,1.80661184,,,,,
989,2004-09-15,1.5007904,,,,,
990,2004-09-16,1.30540448,,,,,
991,2004-09-17,1.21479072,,,,,
992,2004-09-18,5.6350432,,,,,
993,2004-09-19,13.9884992,,,,,
994,2004-09-20,9.2312768,,,,,
995,2004-09-21,5.3235584,,,,,
996,2004-09-22,3.9077184,,,,,
997,2004-09-23,3.114848,,,,,
998,2004-09-24,2.45506656,,,,,
999,2004-09-25,2.10393824,,,,,
1000,2004-09-26,1.87174048,,,,,
1001,2004-09-27,1.63954272,,,,,
1002,2004-09-28,1.51778048,,,,,
1003,2004-09-29,1.54043392,,,,,
1004,2004-09-30,1.46114688,,,,,
1005,2004-10-01,1.39035488,,,,,
1006,2004-10-02,1.31956288,,,,,
1007,2004-10-03,1.31389952,,,,,
1008,2004-10-04,1.25726592,,,,,
1009,2004-10-05,1.18081056,,,,,
1010,2004-10-06,1.07037504,,,,,
1011,2004-10-07,1.00807808,,,,,
1012,2004-10-08,0.96560288,,,,,
1013,2004-10-09,0.9344544,,,,,
1014,2004-10-10,0.92595936,,,,,
1015,2004-10-11,0.88348416,,,,,
1016,2004-10-12,0.83251392,,,,,
1017,2004-10-13,0.8070288,,,,,
1018,2004-10-14,0.78720704,,,,,
1019,2004-10-15,0.80986048,,,,,
1020,2004-10-16,2.5626704,,,,,
1021,2004-10-17,3.1714816,,,,,
1022,2004-10-18,2.3078192,,,,,
1023,2004-10-19,1.83492864,,,,,
1024,2004-10-20,1.57724576,,,,,
1025,2004-10-21,1.56025568,,,,,
1026,2004-10-22,1.70750304,,,,,
1027,2004-10-23,1.65086944,,,,,
1028,2004-10-24,1.59423584,,,,,
1029,2004-10-25,1.52627552,,,,,
1030,2004-10-26,1.45265184,,,,,
1031,2004-10-27,1.39884992,,,,,
1032,2004-10-28,1.33938464,,,,,
1033,2004-10-29,1.28558272,,,,,
1034,2004-10-30,1.30540448,,,,,
1035,2004-10-31,1.61688928,,,,,
1036,2004-11-01,1.80094848,,,,,
1037,2004-11-02,1.6706912,,,,,
1038,2004-11-03,1.97368096,,,,,
1039,2004-11-04,2.38710624,,,,,
1040,2004-11-05,4.9837568,,,,,
1041,2004-11-06,5.097024,,,,,
1042,2004-11-07,3.9077184,,,,,
1043,2004-11-08,3.256432,,,,,
1044,2004-11-09,2.81468992,,,,,
1045,2004-11-10,2.60797728,,,,,
1046,2004-11-11,2.51736352,,,,,
1047,2004-11-12,2.28799744,,,,,
1048,2004-11-13,2.10676992,,,,,
1049,2004-11-14,1.97368096,,,,,
1050,2004-11-15,1.89439392,,,,,
1051,2004-11-16,1.8122752,,,,,
1052,2004-11-17,1.7556416,,,,,
1053,2004-11-18,1.73298816,,,,,
1054,2004-11-19,1.70750304,,,,,
1055,2004-11-20,1.65086944,,,,,
1056,2004-11-21,1.70467136,,,,,
1057,2004-11-22,1.7273248,,,,,
1058,2004-11-23,1.69051296,,,,,
1059,2004-11-24,1.74714656,,,,,
1060,2004-11-25,3.681184,,,,,
1061,2004-11-26,4.7855392,,,,,
1062,2004-11-27,3.7661344,,,,,
1063,2004-11-28,3.7661344,,,,,
1064,2004-11-29,15.7724576,,,,,
1065,2004-11-30,16.848496,,,,,
1066,2004-12-01,11.751472,,,,,
1067,2004-12-02,20.0199776,,,,,
1068,2004-12-03,14.2716672,,,,,
1069,2004-12-04,9.061376,,,,,
1070,2004-12-05,7.1075168,,,,,
1071,2004-12-06,5.9748448,,,,,
1072,2004-12-07,5.238608,,,,,
1073,2004-12-08,4.8704896,,,,,
1074,2004-12-09,5.2952416,,,,,
1075,2004-12-10,5.5500928,,,,,
1076,2004-12-11,9.0896928,,,,,
1077,2004-12-12,13.45048,,,,,
1078,2004-12-13,9.5144448,,,,,
1079,2004-12-14,7.1358336,,,,,
1080,2004-12-15,5.5784096,,,,,
1081,2004-12-16,4.530688,,,,,
1082,2004-12-17,4.1908864,,,,,
1083,2004-12-18,3.5396,,,,,
1084,2004-12-19,3.4546496,,,,,
1085,2004-12-20,3.3130656,,,,,
1086,2004-12-21,3.0582144,,,,,
1087,2004-12-22,2.973264,,,,,
1088,2004-12-23,3.1997984,,,,,
1089,2004-12-24,10.760384,,,,,
1090,2004-12-25,11.2984032,,,,,
1091,2004-12-26,7.0508832,,,,,
1092,2004-12-27,5.238608,,,,,
1093,2004-12-28,4.105936,,,,,
1094,2004-12-29,4.24752,,,,,
1095,2004-12-30,3.822768,,,,,
1096,2004-12-31,3.4829664,,,,,
1097,2005-01-01,3.5679168,,,,,
1098,2005-01-02,3.7944512,,,,,
1099,2005-01-03,3.5396,,,,,
1100,2005-01-04,4.1342528,,,,,
1101,2005-01-05,4.9271232,,,,,
1102,2005-01-06,4.3607872,,,,,
1103,2005-01-07,3.9077184,,,,,
1104,2005-01-08,3.5962336,,,,,
1105,2005-01-09,3.398016,,,,,
1106,2005-01-10,3.4263328,,,,,
1107,2005-01-11,3.2281152,,,,,
1108,2005-01-12,3.0582144,,,,,
1109,2005-01-13,3.0865312,,,,,
1110,2005-01-14,5.5784096,,,,,
1111,2005-01-15,10.760384,,,,,
1112,2005-01-16,9.061376,,,,,
1113,2005-01-17,7.645536,,,,,
1114,2005-01-18,4.813856,,,,,
1115,2005-01-19,4.24752,,,,,
1116,2005-01-20,4.530688,,,,,
1117,2005-01-21,3.822768,,,,,
1118,2005-01-22,3.256432,,,,,
1119,2005-01-23,3.398016,,,,,
1120,2005-01-24,3.5396,,,,,
1121,2005-01-25,3.822768,,,,,
1122,2005-01-26,3.681184,,,,,
1123,2005-01-27,3.398016,,,,,
1124,2005-01-28,3.256432,,,,,
1125,2005-01-29,3.114848,,,,,
1126,2005-01-30,3.114848,,,,,
1127,2005-01-31,2.83168,,,,,
1128,2005-02-01,2.72124448,,,,,
1129,2005-02-02,2.56833376,,,,,
1130,2005-02-03,2.45506656,,,,,
1131,2005-02-04,2.48338336,,,,,
1132,2005-02-05,2.48338336,,,,,
1133,2005-02-06,2.45506656,,,,,
1134,2005-02-07,2.406928,,,,,
1135,2005-02-08,2.38993792,,,,,
1136,2005-02-09,2.40975968,,,,,
1137,2005-02-10,3.5396,,,,,
1138,2005-02-11,5.66336,,,,,
1139,2005-02-12,5.66336,,,,,
1140,2005-02-13,4.389104,,,,,
1141,2005-02-14,3.681184,,,,,
1142,2005-02-15,4.530688,,,,,
1143,2005-02-16,6.088112,,,,,
1144,2005-02-17,7.362368,,,,,
1145,2005-02-18,7.0792,,,,,
1146,2005-02-19,6.37128,,,,,
1147,2005-02-20,5.238608,,,,,
1148,2005-02-21,4.389104,,,,,
1149,2005-02-22,3.964352,,,,,
1150,2005-02-23,3.822768,,,,,
1151,2005-02-24,3.3130656,,,,,
1152,2005-02-25,3.256432,,,,,
1153,2005-02-26,2.8883136,,,,,
1154,2005-02-27,2.73823456,,,,,
1155,2005-02-28,2.6051456,,,,,
1156,2005-03-01,2.72407616,,,,,
1157,2005-03-02,2.70991776,,,,,
1158,2005-03-03,2.45506656,,,,,
1159,2005-03-04,2.12092832,,,,,
1160,2005-03-05,2.12092832,,,,,
1161,2005-03-06,2.31065088,,,,,
1162,2005-03-07,2.25968064,,,,,
1163,2005-03-08,2.37577952,,,,,
1164,2005-03-09,2.548512,,,,,
1165,2005-03-10,3.256432,,,,,
1166,2005-03-11,2.78354144,,,,,
1167,2005-03-12,2.76371968,,,,,
1168,2005-03-13,2.72407616,,,,,
1169,2005-03-14,2.67310592,,,,,
1170,2005-03-15,2.64195744,,,,,
1171,2005-03-16,2.70142272,,,,,
1172,2005-03-17,2.63063072,,,,,
1173,2005-03-18,2.67310592,,,,,
1174,2005-03-19,2.7325712,,,,,
1175,2005-03-20,2.9449472,,,,,
1176,2005-03-21,3.3413824,,,,,
1177,2005-03-22,3.8510848,,,,,
1178,2005-03-23,4.5873216,,,,,
1179,2005-03-24,4.5873216,,,,,
1180,2005-03-25,4.672272,,,,,
1181,2005-03-26,5.1819744,,,,,
1182,2005-03-27,5.3518752,,,,,
1183,2005-03-28,8.919792,,,,,
1184,2005-03-29,30.582144,,,,,
1185,2005-03-30,39.360352,,,,,
1186,2005-03-31,28.883136,,,,,
1187,2005-04-01,23.36136,,,,,
1188,2005-04-02,22.4552224,,,,,
1189,2005-04-03,47.572224,,,,,
1190,2005-04-04,58.332608,,,,,
1191,2005-04-05,30.582144,,,,,
1192,2005-04-06,22.9649248,,,,,
1193,2005-04-07,18.6324544,,,,,
1194,2005-04-08,16.140576,,,,,
1195,2005-04-09,14.1584,,,,,
1196,2005-04-10,11.751472,,,,,
1197,2005-04-11,9.5427616,,,,,
1198,2005-04-12,7.9853376,,,,,
1199,2005-04-13,7.1075168,,,,,
1200,2005-04-14,6.4279136,,,,,
1201,2005-04-15,5.7483104,,,,,
1202,2005-04-16,5.0403904,,,,,
1203,2005-04-17,4.5873216,,,,,
1204,2005-04-18,4.24752,,,,,
1205,2005-04-19,3.964352,,,,,
1206,2005-04-20,3.822768,,,,,
1207,2005-04-21,5.4368256,,,,,
1208,2005-04-22,5.8332608,,,,,
1209,2005-04-23,5.8332608,,,,,
1210,2005-04-24,11.751472,,,,,
1211,2005-04-25,17.4997824,,,,,
1212,2005-04-26,12.03464,,,,,
1213,2005-04-27,9.5710784,,,,,
1214,2005-04-28,21.662352,,,,,
1215,2005-04-29,21.1809664,,,,,
1216,2005-04-30,13.1956288,,,,,
1217,2005-05-01,15.2344384,,,,,
1218,2005-05-02,13.9035488,,,,,
1219,2005-05-03,10.6188,,,,,
1220,2005-05-04,8.778208,,,,,
1221,2005-05-05,7.4190016,,,,,
1222,2005-05-06,6.3995968,,,,,
1223,2005-05-07,6.1447456,,,,,
1224,2005-05-08,7.3906848,,,,,
1225,2005-05-09,6.9092992,,,,,
1226,2005-05-10,5.9182112,,,,,
1227,2005-05-11,5.0687072,,,,,
1228,2005-05-12,4.530688,,,,,
1229,2005-05-13,3.964352,,,,,
1230,2005-05-14,3.5962336,,,,,
1231,2005-05-15,3.6528672,,,,,
1232,2005-05-16,4.24752,,,,,
1233,2005-05-17,4.0776192,,,,,
1234,2005-05-18,3.7661344,,,,,
1235,2005-05-19,3.5112832,,,,,
1236,2005-05-20,3.1431648,,,,,
1237,2005-05-21,2.9166304,,,,,
1238,2005-05-22,5.097024,,,,,
1239,2005-05-23,7.928704,,,,,
1240,2005-05-24,15.6591904,,,,,
1241,2005-05-25,25.201952,,,,,
1242,2005-05-26,26.9292768,,,,,
1243,2005-05-27,24.6922496,,,,,
1244,2005-05-28,17.0183968,,,,,
1245,2005-05-29,11.2417696,,,,,
1246,2005-05-30,10.0241472,,,,,
1247,2005-05-31,8.9481088,,,,,
1248,2005-06-01,7.8720704,,,,,
1249,2005-06-02,6.512864,,,,,
1250,2005-06-03,5.521776,,,,,
1251,2005-06-04,4.7005888,,,,,
1252,2005-06-05,4.0776192,,,,,
1253,2005-06-06,3.5962336,,,,,
1254,2005-06-07,3.3130656,,,,,
1255,2005-06-08,3.0582144,,,,,
1256,2005-06-09,3.398016,,,,,
1257,2005-06-10,3.4829664,,,,,
1258,2005-06-11,4.530688,,,,,
1259,2005-06-12,4.1625696,,,,,
1260,2005-06-13,3.3130656,,,,,
1261,2005-06-14,3.7661344,,,,,
1262,2005-06-15,6.229696,,,,,
1263,2005-06-16,5.7199936,,,,,
1264,2005-06-17,5.6916768,,,,,
1265,2005-06-18,8.4100896,,,,,
1266,2005-06-19,7.8154368,,,,,
1267,2005-06-20,5.5500928,,,,,
1268,2005-06-21,4.2758368,,,,,
1269,2005-06-22,3.7378176,,,,,
1270,2005-06-23,3.4546496,,,,,
1271,2005-06-24,2.82884832,,,,,
1272,2005-06-25,2.3502944,,,,,
1273,2005-06-26,2.11526496,,,,,
1274,2005-06-27,1.9397008,,,,,
1275,2005-06-28,1.71882976,,,,,
1276,2005-06-29,4.0209856,,,,,
1277,2005-06-30,8.9481088,,,,,
1278,2005-07-01,7.2774176,,,,,
1279,2005-07-02,5.2102912,,,,,
1280,2005-07-03,3.9077184,,,,,
1281,2005-07-04,2.9449472,,,,,
1282,2005-07-05,2.28516576,,,,,
1283,2005-07-06,1.99067104,,,,,
1284,2005-07-07,1.84625536,,,,,
1285,2005-07-08,1.80378016,,,,,
1286,2005-07-09,4.24752,,,,,
1287,2005-07-10,5.3235584,,,,,
1288,2005-07-11,3.7661344,,,,,
1289,2005-07-12,2.73540288,,,,,
1290,2005-07-13,2.15774016,,,,,
1291,2005-07-14,1.8830672,,,,,
1292,2005-07-15,1.70467136,,,,,
1293,2005-07-16,1.53193888,,,,,
1294,2005-07-17,1.37902816,,,,,
1295,2005-07-18,1.3167312,,,,,
1296,2005-07-19,1.35354304,,,,,
1297,2005-07-20,1.3308896,,,,,
1298,2005-07-21,1.19213728,,,,,
1299,2005-07-22,1.10152352,,,,,
1300,2005-07-23,2.2370272,,,,,
1301,2005-07-24,2.15774016,,,,,
1302,2005-07-25,1.6706912,,,,,
1303,2005-07-26,1.36770144,,,,,
1304,2005-07-27,1.16948384,,,,,
1305,2005-07-28,1.3167312,,,,,
1306,2005-07-29,1.94253248,,,,,
1307,2005-07-30,1.59706752,,,,,
1308,2005-07-31,1.29407776,,,,,
1309,2005-08-01,1.1468304,,,,,
1310,2005-08-02,1.87740384,,,,,
1311,2005-08-03,2.1096016,,,,,
1312,2005-08-04,1.67352288,,,,,
1313,2005-08-05,1.35071136,,,,,
1314,2005-08-06,1.1468304,,,,,
1315,2005-08-07,1.01657312,,,,,
1316,2005-08-08,0.93162272,,,,,
1317,2005-08-09,0.82685056,,,,,
1318,2005-08-10,0.73906848,,,,,
1319,2005-08-11,0.66261312,,,,,
1320,2005-08-12,0.62863296,,,,,
1321,2005-08-13,0.62863296,,,,,
1322,2005-08-14,0.6088112,,,,,
1323,2005-08-15,0.66827648,,,,,
1324,2005-08-16,0.70792,,,,,
1325,2005-08-17,0.69092992,,,,,
1326,2005-08-18,0.63995968,,,,,
1327,2005-08-19,0.56916768,,,,,
1328,2005-08-20,0.51536576,,,,,
1329,2005-08-21,0.48421728,,,,,
1330,2005-08-22,0.47855392,,,,,
1331,2005-08-23,0.45023712,,,,,
1332,2005-08-24,0.40493024,,,,,
1333,2005-08-25,0.37944512,,,,,
1334,2005-08-26,0.37944512,,,,,
1335,2005-08-27,0.38510848,,,,,
1336,2005-08-28,0.3681184,,,,,
1337,2005-08-29,0.41625696,,,,,
1338,2005-08-30,0.47289056,,,,,
1339,2005-08-31,0.47005888,,,,,
1340,2005-09-01,0.52669248,,,,,
1341,2005-09-02,0.57199936,,,,,
1342,2005-09-03,0.56350432,,,,,
1343,2005-09-04,0.51536576,,,,,
1344,2005-09-05,0.45873216,,,,,
1345,2005-09-06,0.41342528,,,,,
1346,2005-09-07,0.37944512,,,,,
1347,2005-09-08,0.34263328,,,,,
1348,2005-09-09,0.30298976,,,,,
1349,2005-09-10,0.264478912,,,,,
1350,2005-09-11,0.234746272,,,,,
1351,2005-09-12,0.217189856,,,,,
1352,2005-09-13,0.211526496,,,,,
1353,2005-09-14,0.202748288,,,,,
1354,2005-09-15,0.210110656,,,,,
1355,2005-09-16,0.40209856,,,,,
1356,2005-09-17,0.45873216,,,,,
1357,2005-09-18,0.47572224,,,,,
1358,2005-09-19,0.47572224,,,,,
1359,2005-09-20,0.4530688,,,,,
1360,2005-09-21,0.43607872,,,,,
1361,2005-09-22,0.4105936,,,,,
1362,2005-09-23,0.37661344,,,,,
1363,2005-09-24,0.33696992,,,,,
1364,2005-09-25,0.30865312,,,,,
1365,2005-09-26,0.30015808,,,,,
1366,2005-09-27,0.36245504,,,,,
1367,2005-09-28,0.38794016,,,,,
1368,2005-09-29,0.3822768,,,,,
1369,2005-09-30,0.4389104,,,,,
1370,2005-10-01,0.43324704,,,,,
1371,2005-10-02,0.424752,,,,,
1372,2005-10-03,0.41625696,,,,,
1373,2005-10-04,0.39926688,,,,,
1374,2005-10-05,0.37095008,,,,,
1375,2005-10-06,0.34829664,,,,,
1376,2005-10-07,0.3256432,,,,,
1377,2005-10-08,2.8599968,,,,,
1378,2005-10-09,25.0320512,,,,,
1379,2005-10-10,35.396,,,,,
1380,2005-10-11,21.2659168,,,,,
1381,2005-10-12,14.016816,,,,,
1382,2005-10-13,7.8720704,,,,,
1383,2005-10-14,6.1447456,,,,,
1384,2005-10-15,39.64352,,,,,
1385,2005-10-16,75.322688,,,,,
1386,2005-10-17,33.130656,,,,,
1387,2005-10-18,18.3209696,,,,,
1388,2005-10-19,12.5443424,,,,,
1389,2005-10-20,9.2879104,,,,,
